
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.206	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Sensor Spot, FTC (normal range)	umol/l	ON	SA7-530-200	3	ON External	20.000	OFF	1013	35.000	10%	400x	10	ON fiber length	2.00	
Ch 4	Oxygen Sensor Spot, FTC (normal range)	% air sat	OFF	SC7-535-194	3	OFF	14.200	OFF	1013	0.000	60%	400x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Factory Air Calibration	20.000	20.000	1013	0.000	20.950	53.000	20.000	0.850	0.081	4000	1.184	-0.070	0.811	0.000	-0.000370	
Ch 4	Factory 0% Calibration	Factory Air Calibration	20.000	20.000	1013	0.000	20.950	53.500	19.400	0.850	0.081	4000	1.184	-0.070	0.811	0.000	-0.000370	
Data	Smoothing:	3	
Date:	21.03.2017	
			 	Oxygen			Oxygen	Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
21.03.2017	22:58:16	873.87		---	---	---	31.287	11.109	---	---	14.200	1013.08	35.486	11.109	---	---	118.183	---	---	34.208	0.045	---	---	1320.358	3.717	---	---	3.648	
21.03.2017	22:58:17	874.87		---	---	---	31.327	11.120	---	---	14.200	1013.08	35.486	11.120	---	---	122.669	---	---	34.193	0.069	---	---	1318.041	3.717	---	---	3.641	
21.03.2017	22:58:18	875.87		---	---	---	31.290	11.089	---	---	14.200	1013.05	35.468	11.089	---	---	121.364	---	---	34.206	0.062	---	---	1301.033	3.719	---	---	3.653	
21.03.2017	22:58:19	876.87		---	---	---	-164.02	11.085	---	---	14.200	1013.05	35.468	11.085	---	---	114.554	---	---	77.851	0.061	---	---	862.362	3.724	---	---	3.648	
21.03.2017	22:58:20	877.87		---	---	---	-152.49	11.105	---	---	14.200	1013.05	35.466	11.105	---	---	98.992	---	---	74.843	0.038	---	---	674.632	3.719	---	---	3.649	
21.03.2017	22:58:21	878.87		---	---	---	-140.98	11.097	---	---	14.200	1013.08	35.473	11.097	---	---	63.102	---	---	71.826	0.037	---	---	537.588	3.724	---	---	3.627	
21.03.2017	22:58:22	879.87		---	---	---	65.905	11.112	---	---	14.200	1013.06	35.481	11.112	---	---	78.778	---	---	25.162	0.033	---	---	795.631	3.721	---	---	3.641	
21.03.2017	22:58:23	880.87		---	---	---	65.948	11.080	---	---	14.200	1013.07	35.481	11.080	---	---	86.702	---	---	25.154	0.035	---	---	801.127	3.735	---	---	3.652	
21.03.2017	22:58:24	881.87		---	---	---	66.114	11.063	---	---	14.200	1013.07	35.481	11.063	---	---	123.179	---	---	25.124	0.045	---	---	770.546	3.737	---	---	3.660	
21.03.2017	22:58:25	882.87		---	---	---	66.158	11.080	---	---	14.200	1013.08	35.481	11.080	---	---	94.078	---	---	25.116	0.059	---	---	766.730	3.738	---	---	3.662	
21.03.2017	22:58:26	883.87		---	---	---	66.202	11.120	---	---	14.200	1013.08	35.481	11.120	---	---	100.069	---	---	25.108	0.053	---	---	764.749	3.738	---	---	3.662	
21.03.2017	22:58:27	884.87		---	---	---	66.234	11.144	---	---	14.200	1013.09	35.481	11.144	---	---	109.069	---	---	25.103	0.058	---	---	763.476	3.733	---	---	3.671	
21.03.2017	22:58:28	885.87		---	---	---	66.291	11.143	---	---	14.200	1013.08	35.481	11.143	---	---	118.005	---	---	25.093	0.056	---	---	762.520	3.739	---	---	3.649	
21.03.2017	22:58:29	886.87		---	---	---	66.351	11.132	---	---	14.200	1013.09	35.481	11.132	---	---	119.271	---	---	25.082	0.080	---	---	759.815	3.735	---	---	3.647	
21.03.2017	22:58:30	887.87		---	---	---	66.293	11.125	---	---	14.200	1013.06	35.481	11.125	---	---	108.688	---	---	25.092	0.086	---	---	692.793	3.731	---	---	3.646	
21.03.2017	22:58:31	888.87		---	---	---	-259.10	11.146	---	---	14.200	1013.05	35.481	11.146	---	---	102.760	---	---	74.388	0.082	---	---	439.655	3.733	---	---	3.771	
21.03.2017	22:58:32	889.87		---	---	---	-604.54	11.120	---	---	14.200	1013.04	35.481	11.120	---	---	102.428	---	---	123.878	0.067	---	---	188.677	3.722	---	---	3.918	
21.03.2017	22:58:33	890.87		---	---	---	---	11.125	---	---	14.200	1013.07	35.481	11.125	---	---	100.353	---	---	173.134	0.075	---	---	2.323	3.718	---	---	4.070	
21.03.2017	22:58:34	891.87		---	---	---	---	11.063	---	---	14.200	1013.08	35.481	11.063	---	---	110.147	---	---	173.372	0.070	---	---	2.327	3.698	---	---	4.095	
21.03.2017	22:58:35	892.87		---	---	---	---	11.063	---	---	14.200	1013.08	35.473	11.063	---	---	104.919	---	---	173.291	0.059	---	---	2.326	3.706	---	---	4.093	
21.03.2017	22:58:36	893.87		---	---	---	---	11.080	---	---	14.200	1013.04	35.466	11.080	---	---	100.279	---	---	173.575	0.048	---	---	2.311	3.714	---	---	4.098	
21.03.2017	22:58:37	894.87		---	---	---	---	11.121	---	---	14.200	1013.03	35.458	11.121	---	---	95.548	---	---	173.620	0.063	---	---	2.327	3.726	---	---	4.140	
21.03.2017	22:58:38	895.87		---	---	---	---	11.128	---	---	14.200	1013.02	35.466	11.128	---	---	110.459	---	---	173.508	0.090	---	---	2.333	3.727	---	---	4.149	
21.03.2017	22:58:39	896.87		---	---	---	---	11.100	---	---	14.200	1013.04	35.473	11.100	---	---	118.058	---	---	173.544	0.075	---	---	2.327	3.726	---	---	4.139	
21.03.2017	22:58:40	897.87		---	---	---	---	11.056	---	---	14.200	1013.07	35.481	11.056	---	---	118.378	---	---	173.487	0.054	---	---	2.318	3.722	---	---	4.097	
21.03.2017	22:58:41	898.87		---	---	---	---	11.089	---	---	14.200	1013.07	35.483	11.089	---	---	107.520	---	---	173.801	0.054	---	---	2.324	3.717	---	---	4.098	
21.03.2017	22:58:42	899.87		---	---	---	---	11.101	---	---	14.200	1013.07	35.486	11.101	---	---	120.152	---	---	173.728	0.059	---	---	2.332	3.723	---	---	4.091	
21.03.2017	22:58:43	900.87		---	---	---	---	11.149	---	---	14.200	1013.04	35.496	11.149	---	---	122.228	---	---	173.987	0.065	---	---	2.335	3.730	---	---	4.133	
21.03.2017	22:58:44	901.87		---	---	---	---	11.106	---	---	14.200	1013.03	35.508	11.106	---	---	109.857	---	---	174.139	0.042	---	---	2.343	3.735	---	---	4.124	
21.03.2017	22:58:45	902.87		---	---	---	---	11.115	---	---	14.200	1013.03	35.526	11.115	---	---	105.956	---	---	173.756	0.043	---	---	2.350	3.731	---	---	4.148	
21.03.2017	22:58:46	903.87		---	---	---	---	11.090	---	---	14.200	1013.06	35.537	11.090	---	---	121.501	---	---	173.247	0.057	---	---	2.359	3.738	---	---	4.118	
21.03.2017	22:58:47	904.87		---	---	---	---	11.135	---	---	14.200	1013.08	35.542	11.135	---	---	128.667	---	---	172.504	0.058	---	---	2.350	3.731	---	---	4.131	
21.03.2017	22:58:48	905.87		---	---	---	---	11.122	---	---	14.200	1013.09	35.552	11.122	---	---	128.230	---	---	173.107	0.075	---	---	2.344	3.731	---	---	4.080	
21.03.2017	22:58:49	906.87		---	---	---	---	11.121	---	---	14.200	1013.07	35.562	11.121	---	---	112.061	---	---	173.300	0.079	---	---	2.341	3.711	---	---	4.051	
21.03.2017	22:58:50	907.87		---	---	---	---	11.102	---	---	14.200	1013.05	35.572	11.102	---	---	137.201	---	---	173.402	0.070	---	---	2.328	3.735	---	---	4.024	
21.03.2017	22:58:51	908.87		---	---	---	---	11.108	---	---	14.200	1013.04	35.572	11.108	---	---	120.492	---	---	173.364	0.061	---	---	2.319	3.741	---	---	4.055	
21.03.2017	22:58:52	909.87		---	---	---	---	11.104	---	---	14.200	1013.05	35.585	11.104	---	---	116.649	---	---	173.309	0.048	---	---	2.303	3.748	---	---	4.063	
21.03.2017	22:58:53	910.87		---	---	---	---	11.089	---	---	14.200	1013.05	35.590	11.089	---	---	101.442	---	---	173.710	0.059	---	---	2.315	3.737	---	---	4.050	
21.03.2017	22:58:54	911.87		---	---	---	---	11.096	---	---	14.200	1013.04	35.602	11.096	---	---	104.130	---	---	173.393	0.052	---	---	2.326	3.730	---	---	4.036	
21.03.2017	22:58:55	912.87		---	---	---	---	11.111	---	---	14.200	1013.05	35.607	11.111	---	---	110.397	---	---	173.453	0.042	---	---	2.328	3.719	---	---	4.038	
21.03.2017	22:58:56	913.87		---	---	---	---	11.141	---	---	14.200	1013.08	35.625	11.141	---	---	82.583	---	---	173.527	0.050	---	---	2.325	3.705	---	---	4.021	
21.03.2017	22:58:57	914.87		---	---	---	---	11.119	---	---	14.200	1013.07	35.636	11.119	---	---	99.231	---	---	173.938	0.047	---	---	2.321	3.706	---	---	4.009	
21.03.2017	22:58:58	915.87		---	---	---	---	11.129	---	---	14.200	1013.05	35.641	11.129	---	---	95.838	---	---	173.787	0.060	---	---	2.331	3.725	---	---	4.014	
21.03.2017	22:58:59	916.87		---	---	---	---	11.122	---	---	14.200	1013.04	35.651	11.122	---	---	126.376	---	---	173.530	0.059	---	---	2.336	3.735	---	---	4.074	
21.03.2017	22:59:00	917.87		---	---	---	---	11.119	---	---	14.200	1013.07	35.661	11.119	---	---	105.731	---	---	172.791	0.062	---	---	2.330	3.722	---	---	4.046	
21.03.2017	22:59:01	918.87		---	---	---	---	11.113	---	---	14.200	1013.07	35.666	11.113	---	---	110.177	---	---	172.952	0.062	---	---	2.329	3.712	---	---	4.027	
21.03.2017	22:59:02	919.87		---	---	---	---	11.120	---	---	14.200	1013.10	35.666	11.120	---	---	111.035	---	---	172.906	0.056	---	---	2.306	3.711	---	---	3.972	
21.03.2017	22:59:03	920.87		---	---	---	---	11.105	---	---	14.200	1013.09	35.666	11.105	---	---	96.184	---	---	172.956	0.053	---	---	2.303	3.714	---	---	3.973	
21.03.2017	22:59:04	921.87		---	---	---	-580.07	11.074	---	---	14.200	1013.12	35.671	11.074	---	---	78.911	---	---	127.149	0.038	---	---	278.200	3.716	---	---	3.859	
21.03.2017	22:59:05	922.87		---	---	---	-268.49	11.078	---	---	14.200	1013.11	35.666	11.078	---	---	73.461	---	---	81.480	0.044	---	---	712.802	3.705	---	---	3.747	
21.03.2017	22:59:06	923.87		---	---	---	26.734	11.120	---	---	14.200	1013.13	35.666	11.120	---	---	99.729	---	---	36.030	0.054	---	---	1055.744	3.710	---	---	3.665	
21.03.2017	22:59:07	924.87		---	---	---	26.760	11.161	---	---	14.200	1013.08	35.666	11.161	---	---	119.307	---	---	36.019	0.071	---	---	1111.212	3.708	---	---	3.669	
21.03.2017	22:59:08	925.87		---	---	---	26.684	11.139	---	---	14.200	1013.09	35.671	11.139	---	---	127.307	---	---	36.051	0.057	---	---	1002.553	3.706	---	---	3.674	
21.03.2017	22:59:09	926.87		---	---	---	26.721	11.151	---	---	14.200	1013.08	35.666	11.151	---	---	135.955	---	---	36.036	0.048	---	---	982.174	3.699	---	---	3.673	
21.03.2017	22:59:10	927.87		---	---	---	26.799	11.106	---	---	14.200	1013.09	35.666	11.106	---	---	131.810	---	---	36.002	0.030	---	---	971.038	3.705	---	---	3.674	
21.03.2017	22:59:11	928.87		---	---	---	26.888	11.110	---	---	14.200	1013.07	35.666	11.110	---	---	120.988	---	---	35.965	0.046	---	---	963.479	3.714	---	---	3.674	
21.03.2017	22:59:12	929.87		---	---	---	26.983	11.089	---	---	14.200	1013.07	35.671	11.089	---	---	114.555	---	---	35.925	0.050	---	---	957.849	3.710	---	---	3.662	
21.03.2017	22:59:13	930.87		---	---	---	27.082	11.146	---	---	14.200	1013.08	35.671	11.146	---	---	123.295	---	---	35.883	0.062	---	---	953.326	3.700	---	---	3.666	
21.03.2017	22:59:14	931.87		---	---	---	27.183	11.151	---	---	14.200	1013.08	35.666	11.151	---	---	86.593	---	---	35.840	0.048	---	---	949.637	3.702	---	---	3.670	
21.03.2017	22:59:15	932.87		---	---	---	27.271	11.165	---	---	14.200	1013.08	35.666	11.165	---	---	69.508	---	---	35.803	0.046	---	---	946.505	3.712	---	---	3.680	
21.03.2017	22:59:16	933.87		---	---	---	27.353	11.148	---	---	14.200	1013.05	35.666	11.148	---	---	69.436	---	---	35.769	0.045	---	---	943.801	3.704	---	---	3.677	
21.03.2017	22:59:17	934.87		---	---	---	27.432	11.136	---	---	14.200	1013.07	35.671	11.136	---	---	118.745	---	---	35.736	0.059	---	---	941.383	3.702	---	---	3.665	
21.03.2017	22:59:18	935.87		---	---	---	27.520	11.111	---	---	14.200	1013.07	35.671	11.111	---	---	129.223	---	---	35.700	0.071	---	---	939.182	3.706	---	---	3.660	
21.03.2017	22:59:19	936.87		---	---	---	27.596	11.100	---	---	14.200	1013.07	35.671	11.100	---	---	125.851	---	---	35.668	0.077	---	---	937.186	3.717	---	---	3.656	
21.03.2017	22:59:20	937.87		---	---	---	-268.54	11.113	---	---	14.200	1013.07	35.671	11.113	---	---	109.228	---	---	81.243	0.065	---	---	624.918	3.724	---	---	3.710	
21.03.2017	22:59:21	938.87		---	---	---	-551.84	11.086	---	---	14.200	1013.07	35.671	11.086	---	---	129.416	---	---	126.665	0.053	---	---	313.291	3.709	---	---	3.751	
21.03.2017	22:59:22	939.87		---	---	---	-537.65	11.082	---	---	14.200	1013.07	35.671	11.082	---	---	122.106	---	---	122.919	0.050	---	---	100.718	3.720	---	---	3.733	
21.03.2017	22:59:23	940.87		---	---	---	-226.88	11.067	---	---	14.200	1013.07	35.671	11.067	---	---	128.653	---	---	73.513	0.056	---	---	309.581	3.711	---	---	3.689	
21.03.2017	22:59:24	941.87		---	---	---	71.020	11.089	---	---	14.200	1013.09	35.671	11.089	---	---	103.130	---	---	24.272	0.052	---	---	505.590	3.724	---	---	3.656	
21.03.2017	22:59:25	942.87		---	---	---	71.438	11.087	---	---	14.200	1013.09	35.671	11.087	---	---	110.481	---	---	24.202	0.045	---	---	600.458	3.710	---	---	3.678	
21.03.2017	22:59:26	943.87		---	---	---	71.480	11.108	---	---	14.200	1013.06	35.671	11.108	---	---	96.282	---	---	24.195	0.039	---	---	583.785	3.716	---	---	3.664	
21.03.2017	22:59:27	944.87		---	---	---	71.528	11.124	---	---	14.200	1013.04	35.671	11.124	---	---	102.404	---	---	24.187	0.039	---	---	579.251	3.714	---	---	3.655	
21.03.2017	22:59:28	945.87		---	---	---	71.557	11.137	---	---	14.200	1013.07	35.671	11.137	---	---	110.382	---	---	24.182	0.044	---	---	576.904	3.723	---	---	3.659	
21.03.2017	22:59:29	946.87		---	---	---	71.597	11.127	---	---	14.200	1013.10	35.671	11.127	---	---	116.604	---	---	24.176	0.040	---	---	575.311	3.736	---	---	3.670	
21.03.2017	22:59:30	947.87		---	---	---	71.655	11.148	---	---	14.200	1013.11	35.661	11.148	---	---	126.173	---	---	24.166	0.045	---	---	574.190	3.747	---	---	3.666	
21.03.2017	22:59:31	948.87		---	---	---	-205.77	11.138	---	---	14.200	1013.08	35.651	11.138	---	---	128.444	---	---	73.105	0.039	---	---	383.192	3.748	---	---	3.686	
21.03.2017	22:59:32	949.87		---	---	---	-526.84	11.137	---	---	14.200	1013.06	35.641	11.137	---	---	137.434	---	---	122.641	0.044	---	---	192.617	3.732	---	---	3.758	
21.03.2017	22:59:33	950.87		---	---	---	---	11.105	---	---	14.200	1013.06	35.641	11.105	---	---	122.546	---	---	172.438	0.042	---	---	2.296	3.718	---	---	3.825	
21.03.2017	22:59:34	951.87		---	---	---	---	11.107	---	---	14.200	1013.07	35.641	11.107	---	---	112.156	---	---	173.108	0.050	---	---	2.347	3.713	---	---	3.901	
21.03.2017	22:59:35	952.87		---	---	---	---	11.092	---	---	14.200	1013.08	35.641	11.092	---	---	89.041	---	---	173.410	0.045	---	---	2.349	3.707	---	---	3.873	
21.03.2017	22:59:36	953.87		---	---	---	---	11.080	---	---	14.200	1013.07	35.641	11.080	---	---	86.685	---	---	173.482	0.036	---	---	2.348	3.719	---	---	3.864	
21.03.2017	22:59:37	954.87		---	---	---	---	11.092	---	---	14.200	1013.05	35.641	11.092	---	---	106.734	---	---	173.568	0.042	---	---	2.353	3.719	---	---	3.796	
21.03.2017	22:59:38	955.87		---	---	---	---	11.100	---	---	14.200	1013.04	35.641	11.100	---	---	129.796	---	---	173.523	0.070	---	---	2.358	3.738	---	---	3.802	
21.03.2017	22:59:39	956.87		---	---	---	---	11.109	---	---	14.200	1013.04	35.641	11.109	---	---	152.076	---	---	173.583	0.082	---	---	2.363	3.743	---	---	3.778	
21.03.2017	22:59:40	957.87		---	---	---	---	11.107	---	---	14.200	1013.04	35.641	11.107	---	---	126.286	---	---	173.776	0.070	---	---	2.353	3.754	---	---	3.878	
21.03.2017	22:59:41	958.87		---	---	---	---	11.097	---	---	14.200	1013.03	35.631	11.097	---	---	119.414	---	---	174.150	0.051	---	---	2.343	3.750	---	---	3.972	
21.03.2017	22:59:42	959.87		---	---	---	---	11.144	---	---	14.200	1013.05	35.620	11.144	---	---	95.864	---	---	173.852	0.041	---	---	2.346	3.754	---	---	4.086	
21.03.2017	22:59:43	960.87		---	---	---	---	11.146	---	---	14.200	1013.05	35.602	11.146	---	---	83.015	---	---	173.980	0.044	---	---	2.348	3.754	---	---	4.099	
21.03.2017	22:59:44	961.87		---	---	---	---	11.176	---	---	14.200	1013.07	35.602	11.176	---	---	81.113	---	---	173.455	0.047	---	---	2.364	3.755	---	---	4.099	
21.03.2017	22:59:45	962.87		---	---	---	---	11.143	---	---	14.200	1013.06	35.602	11.143	---	---	99.835	---	---	173.680	0.046	---	---	2.373	3.745	---	---	4.103	
21.03.2017	22:59:46	963.87		---	---	---	---	11.121	---	---	14.200	1013.05	35.610	11.121	---	---	131.216	---	---	173.138	0.035	---	---	2.390	3.739	---	---	4.091	
21.03.2017	22:59:47	964.87		---	---	---	---	11.112	---	---	14.200	1013.05	35.610	11.112	---	---	144.852	---	---	171.255	0.033	---	---	2.287	3.727	---	---	3.990	
21.03.2017	22:59:48	965.87		---	---	---	-486.93	11.136	---	---	14.200	1013.05	35.610	11.136	---	---	142.601	---	---	125.307	0.035	---	---	355.487	3.727	---	---	3.845	
21.03.2017	22:59:49	966.87		---	---	---	-186.13	11.156	---	---	14.200	1013.04	35.610	11.156	---	---	119.444	---	---	79.734	0.053	---	---	598.823	3.721	---	---	3.717	
21.03.2017	22:59:50	967.87		---	---	---	27.090	11.156	---	---	14.200	1013.03	35.610	11.156	---	---	108.586	---	---	35.880	0.048	---	---	829.602	3.729	---	---	3.679	
21.03.2017	22:59:51	968.87		---	---	---	27.080	11.122	---	---	14.200	1013.03	35.610	11.122	---	---	120.815	---	---	35.884	0.051	---	---	702.573	3.729	---	---	3.693	
21.03.2017	22:59:52	969.87		---	---	---	27.063	11.112	---	---	14.200	1013.03	35.610	11.112	---	---	130.926	---	---	35.891	0.050	---	---	683.002	3.725	---	---	3.706	
21.03.2017	22:59:53	970.87		---	---	---	27.048	11.121	---	---	14.200	1013.05	35.610	11.121	---	---	131.933	---	---	35.897	0.055	---	---	674.563	3.713	---	---	3.712	
21.03.2017	22:59:54	971.87		---	---	---	27.036	11.121	---	---	14.200	1013.07	35.610	11.121	---	---	119.172	---	---	35.902	0.062	---	---	669.574	3.713	---	---	3.712	
21.03.2017	22:59:55	972.87		---	---	---	27.032	11.107	---	---	14.200	1013.09	35.610	11.107	---	---	27.534	---	---	35.904	0.053	---	---	666.181	3.715	---	---	3.704	
21.03.2017	22:59:56	973.87		---	---	---	27.032	11.122	---	---	14.200	1013.07	35.610	11.122	---	---	28.017	---	---	35.904	0.058	---	---	663.728	3.728	---	---	3.694	
21.03.2017	22:59:57	974.87		---	---	---	27.040	11.151	---	---	14.200	1013.07	35.610	11.151	---	---	25.312	---	---	35.901	0.052	---	---	661.861	3.719	---	---	3.692	
21.03.2017	22:59:58	975.87		---	---	---	27.031	11.170	---	---	14.200	1013.09	35.610	11.170	---	---	115.027	---	---	35.904	0.064	---	---	660.422	3.724	---	---	3.697	
21.03.2017	22:59:59	976.87		---	---	---	27.027	11.148	---	---	14.200	1013.09	35.610	11.148	---	---	116.975	---	---	35.906	0.064	---	---	659.232	3.719	---	---	3.705	
21.03.2017	23:00:00	977.87		---	---	---	27.023	11.107	---	---	14.200	1013.10	35.610	11.107	---	---	121.003	---	---	35.908	0.062	---	---	658.233	3.715	---	---	3.690	
21.03.2017	23:00:01	978.87		---	---	---	27.028	11.114	---	---	14.200	1013.07	35.610	11.114	---	---	122.511	---	---	35.906	0.053	---	---	657.387	3.713	---	---	3.680	
21.03.2017	23:00:02	979.87		---	---	---	27.031	11.101	---	---	14.200	1013.07	35.610	11.101	---	---	125.609	---	---	35.904	0.046	---	---	656.652	3.713	---	---	3.680	
21.03.2017	23:00:03	980.87		---	---	---	27.025	11.120	---	---	14.200	1013.06	35.610	11.120	---	---	26.095	---	---	35.907	0.043	---	---	656.032	3.728	---	---	3.688	
21.03.2017	23:00:04	981.87		---	---	---	27.019	11.119	---	---	14.200	1013.06	35.597	11.119	---	---	35.683	---	---	35.909	0.046	---	---	655.475	3.734	---	---	3.699	
21.03.2017	23:00:05	982.87		---	---	---	27.021	11.125	---	---	14.200	1013.08	35.585	11.125	---	---	26.602	---	---	35.908	0.046	---	---	638.089	3.737	---	---	3.698	
21.03.2017	23:00:06	983.87		---	---	---	-166.97	11.127	---	---	14.200	1013.09	35.572	11.127	---	---	125.409	---	---	78.987	0.047	---	---	420.250	3.735	---	---	3.689	
21.03.2017	23:00:07	984.87		---	---	---	-160.20	11.131	---	---	14.200	1013.09	35.572	11.131	---	---	114.570	---	---	76.747	0.048	---	---	218.604	3.721	---	---	3.681	
21.03.2017	23:00:08	985.87		---	---	---	-151.80	11.142	---	---	14.200	1013.06	35.572	11.142	---	---	94.237	---	---	74.107	0.050	---	---	356.945	3.718	---	---	3.676	
21.03.2017	23:00:09	986.87		---	---	---	51.436	11.146	---	---	14.200	1013.05	35.572	11.146	---	---	96.812	---	---	28.195	0.070	---	---	675.919	3.715	---	---	3.684	
21.03.2017	23:00:10	987.87		---	---	---	53.917	11.138	---	---	14.200	1013.06	35.572	11.138	---	---	103.879	---	---	27.598	0.072	---	---	977.614	3.728	---	---	3.677	
21.03.2017	23:00:11	988.87		---	---	---	54.767	11.142	---	---	14.200	1013.09	35.572	11.142	---	---	126.702	---	---	27.404	0.072	---	---	955.902	3.727	---	---	3.681	
21.03.2017	23:00:12	989.87		---	---	---	54.799	11.137	---	---	14.200	1013.09	35.572	11.137	---	---	108.963	---	---	27.397	0.063	---	---	953.870	3.724	---	---	3.679	
21.03.2017	23:00:13	990.87		---	---	---	54.834	11.153	---	---	14.200	1013.09	35.572	11.153	---	---	124.169	---	---	27.389	0.052	---	---	952.891	3.718	---	---	3.680	
21.03.2017	23:00:14	991.87		---	---	---	54.873	11.155	---	---	14.200	1013.07	35.572	11.155	---	---	108.425	---	---	27.381	0.040	---	---	952.208	3.715	---	---	3.661	
21.03.2017	23:00:15	992.87		---	---	---	54.910	11.170	---	---	14.200	1013.06	35.572	11.170	---	---	117.638	---	---	27.373	0.039	---	---	951.713	3.708	---	---	3.658	
21.03.2017	23:00:16	993.87		---	---	---	54.932	11.178	---	---	14.200	1013.04	35.572	11.178	---	---	104.872	---	---	27.368	0.058	---	---	951.292	3.707	---	---	3.650	
21.03.2017	23:00:17	994.87		---	---	---	54.958	11.175	---	---	14.200	1013.04	35.572	11.175	---	---	128.846	---	---	27.362	0.067	---	---	950.937	3.701	---	---	3.641	
21.03.2017	23:00:18	995.87		---	---	---	54.982	11.171	---	---	14.200	1013.06	35.572	11.171	---	---	114.243	---	---	27.357	0.061	---	---	950.598	3.708	---	---	3.644	
21.03.2017	23:00:19	996.87		---	---	---	55.009	11.146	---	---	14.200	1013.07	35.572	11.146	---	---	105.642	---	---	27.351	0.051	---	---	950.291	3.703	---	---	3.644	
21.03.2017	23:00:20	997.87		---	---	---	55.040	11.138	---	---	14.200	1013.07	35.572	11.138	---	---	98.774	---	---	27.344	0.057	---	---	950.017	3.716	---	---	3.657	
21.03.2017	23:00:21	998.87		---	---	---	55.058	11.129	---	---	14.200	1013.05	35.562	11.129	---	---	26.157	---	---	27.340	0.045	---	---	949.786	3.717	---	---	3.658	
21.03.2017	23:00:22	999.87		---	---	---	55.083	11.136	---	---	14.200	1013.05	35.552	11.136	---	---	18.931	---	---	27.334	0.052	---	---	949.554	3.738	---	---	3.664	
21.03.2017	23:00:23	1000.87		---	---	---	55.100	11.131	---	---	14.200	1013.06	35.542	11.131	---	---	8.485	---	---	27.330	0.052	---	---	949.327	3.740	---	---	3.664	
21.03.2017	23:00:24	1001.87		---	---	---	55.124	11.124	---	---	14.200	1013.06	35.542	11.124	---	---	90.680	---	---	27.325	0.073	---	---	949.110	3.738	---	---	3.668	
21.03.2017	23:00:25	1002.87		---	---	---	55.148	11.127	---	---	14.200	1013.06	35.542	11.127	---	---	112.498	---	---	27.320	0.058	---	---	948.916	3.726	---	---	3.661	
21.03.2017	23:00:26	1003.87		---	---	---	55.163	11.136	---	---	14.200	1013.04	35.542	11.136	---	---	125.314	---	---	27.316	0.051	---	---	948.716	3.730	---	---	3.661	
21.03.2017	23:00:27	1004.87		---	---	---	55.181	11.152	---	---	14.200	1013.06	35.542	11.152	---	---	128.296	---	---	27.312	0.046	---	---	948.520	3.731	---	---	3.650	
21.03.2017	23:00:28	1005.87		---	---	---	55.205	11.145	---	---	14.200	1013.07	35.542	11.145	---	---	115.995	---	---	27.307	0.045	---	---	948.334	3.729	---	---	3.641	
21.03.2017	23:00:29	1006.87		---	---	---	55.214	11.142	---	---	14.200	1013.07	35.542	11.142	---	---	114.264	---	---	27.305	0.049	---	---	948.162	3.712	---	---	3.636	
21.03.2017	23:00:30	1007.87		---	---	---	-286.13	11.123	---	---	14.200	1013.05	35.542	11.123	---	---	119.268	---	---	76.045	0.048	---	---	632.824	3.707	---	---	3.682	
21.03.2017	23:00:31	1008.87		---	---	---	-694.20	11.114	---	---	14.200	1013.02	35.542	11.114	---	---	116.340	---	---	125.246	0.055	---	---	317.541	3.712	---	---	3.706	
21.03.2017	23:00:32	1009.87		---	---	---	---	11.147	---	---	14.200	1013.03	35.542	11.147	---	---	111.849	---	---	173.918	0.070	---	---	2.324	3.722	---	---	3.728	
21.03.2017	23:00:33	1010.87		---	---	---	---	11.148	---	---	14.200	1013.06	35.542	11.148	---	---	123.168	---	---	174.075	0.070	---	---	2.323	3.731	---	---	3.691	
