time.hours,oxygen
1.536,83.2
1.536,83.1
1.536,83
1.536,82.9
1.56,82.8
1.56,82.9
1.56,82.8
1.56,82.7
1.56,82.5
1.56,82.4
1.56,82.4
1.56,82.2
1.584,82.1
1.584,82
1.584,81.8
1.584,81.8
1.584,81.9
1.584,81.7
1.584,81.7
1.584,81.6
1.584,81.5
1.608,81.3
1.608,81.2
1.608,81.2
1.608,81.2
1.608,81.1
1.608,80.9
1.608,80.9
1.608,80.7
1.608,80.8
1.632,80.5
1.632,80.6
1.632,80.4
1.632,80.2
1.632,80.3
1.632,80.2
1.632,80.1
1.632,79.8
1.656,79.6
1.656,79.7
1.656,79.7
1.656,79.4
1.656,79.5
1.656,79.4
1.656,79.2
1.656,79.2
1.656,79.1
1.68,78.9
1.68,78.7
1.68,78.9
1.68,78.7
1.68,78.5
1.68,78.5
1.68,78.7
1.68,78.3
1.68,78.3
1.704,78.2
1.704,78.1
1.704,78
1.704,77.9
1.704,77.8
1.704,77.7
1.704,77.6
1.704,77.7
1.728,77.7
1.728,77.4
1.728,77.2
1.728,77.2
1.728,77.1
1.728,77
1.728,77.2
1.728,76.8
1.728,77
1.752,76.8
1.752,76.6
1.752,76.5
1.752,76.5
1.752,76.6
1.752,76.4
1.752,76.1
1.752,76.1
1.752,76
1.776,75.8
1.776,75.7
1.776,75.6
1.776,75.7
1.776,75.4
1.776,75.4
1.776,75.3
1.776,75.3
1.8,75.2
1.8,75
1.8,74.8
1.8,74.6
1.8,74.5
1.8,74.4
1.8,74.2
1.8,74
1.8,74
1.824,74.1
1.824,73.8
1.824,73.9
1.824,73.5
1.824,73.6
1.824,73.5
1.824,73.4
1.824,73.4
1.824,73.3
1.848,73.2
1.848,73.1
1.848,72.9
1.848,72.9
1.848,72.7
1.848,72.6
1.848,72.4
1.848,72.5
1.872,72.4
1.872,72.2
1.872,72.1
1.872,72
1.872,71.8
1.872,71.8
1.872,71.7
1.872,71.6
1.872,71.4
1.896,71.4
1.896,71.3
1.896,71.3
1.896,71
1.896,70.9
1.896,70.9
1.896,70.8
1.896,70.9
1.92,70.4
1.92,70.5
1.92,70.6
1.92,70.2
1.92,70.4
1.92,70.1
1.92,70
1.92,69.8
1.92,69.7
1.944,69.7
1.944,69.7
1.944,69.5
1.944,69.4
1.944,69.2
1.944,69.2
1.944,69.1
1.944,69
1.944,68.8
1.968,68.7
1.968,68.7
1.968,68.6
1.968,68.5
1.968,68.4
1.968,68.3
1.968,68.2
1.968,68.1
1.992,68
1.992,67.8
1.992,67.7
1.992,67.7
1.992,67.5
1.992,67.5
1.992,67.3
1.992,67.3
1.992,67.3
2.016,67.1
2.016,66.9
2.016,66.9
2.016,66.9
2.016,66.8
2.016,66.7
2.016,66.7
2.016,66.4
2.016,66.4
2.04,66.3
2.04,66.2
2.04,66.2
2.04,66.2
2.04,66
2.04,65.9
2.04,65.8
2.04,65.7
2.064,65.7
2.064,65.6
2.064,65.3
2.064,65.4
2.064,65.1
2.064,65.2
2.064,65.1
2.064,64.9
2.064,64.9
2.088,64.8
2.088,64.8
2.088,64.7
2.088,64.7
2.088,64.6
2.088,64.3
2.088,64.3
2.088,64.2
2.112,64.2
2.112,64
2.112,63.9
2.112,63.9
2.112,63.7
2.112,63.6
2.112,63.5
2.112,63.4
2.112,63.5
2.136,63.3
2.136,63.2
2.136,63.1
2.136,63.1
2.136,62.8
2.136,62.8
2.136,62.8
2.136,62.7
2.136,62.5
2.16,62.4
2.16,62.1
2.16,62.1
2.16,61.9
2.16,61.8
2.16,61.8
2.16,61.7
2.16,61.6
2.184,61.6
2.184,61.4
2.184,61.4
2.184,61.2
2.184,61.1
2.184,61
2.184,60.8
2.184,60.8
2.184,60.7
2.208,60.7
2.208,60.5
2.208,60.3
2.208,60.2
2.208,60.1
2.208,60
2.208,59.9
2.208,59.9
2.208,59.8
2.232,59.7
2.232,59.6
2.232,59.6
2.232,59.5
2.232,59.4
2.232,59.4
2.232,59.2
2.232,59.1
2.256,59
2.256,58.9
2.256,58.9
2.256,58.6
2.256,58.7
2.256,58.5
2.256,58.5
2.256,58.4
2.256,58.2
2.28,58.3
2.28,58.3
2.28,58.2
2.28,58.1
2.28,58
2.28,57.7
2.28,57.7
2.28,57.6
2.28,57.5
2.304,57.5
2.304,57.4
2.304,57.3
2.304,57.2
2.304,57.2
2.304,57
2.304,56.9
2.304,56.8
2.328,56.7
2.328,56.6
2.328,56.5
2.328,56.5
2.328,56.4
2.328,56.3
2.328,56.2
2.328,56.2
2.328,56.1
2.352,55.9
2.352,55.8
2.352,55.8
2.352,55.7
2.352,55.6
2.352,55.6
2.352,55.5
2.352,55.3
2.352,55.2
2.376,55.2
2.376,55.1
2.376,55.1
2.376,54.9
2.376,55
2.376,54.7
2.376,54.6
2.376,54.6
2.4,54.4
2.4,54.4
2.4,54.4
2.4,54.3
2.4,54.2
2.4,54.1
2.4,54
2.4,53.9
2.4,53.9
2.424,53.8
2.424,53.6
2.424,53.6
2.424,53.5
2.424,53.4
2.424,53.3
2.424,53.3
2.424,53.2
2.424,53.2
2.448,52.9
2.448,52.9
2.448,52.9
2.448,52.8
2.448,52.7
2.448,52.5
2.448,52.6
2.448,52.4
2.472,52.4
2.472,52.3
2.472,52.2
2.472,52.1
2.472,52
2.472,51.8
2.472,51.9
2.472,51.8
2.472,51.6
2.496,51.5
2.496,51.5
2.496,51.5
2.496,51.5
2.496,51.3
2.496,51.2
2.496,51
2.496,50.9
2.52,50.8
2.52,50.7
2.52,50.6
2.52,50.5
2.52,50.5
2.52,50.3
2.52,50.2
2.52,50.1
2.52,50
2.544,49.9
2.544,49.8
2.544,49.7
2.544,49.7
2.544,49.5
2.544,49.4
2.544,49.4
2.544,49.3
2.544,49.2
2.568,49.1
2.568,48.8
2.568,48.8
2.568,48.7
2.568,48.6
2.568,48.5
2.568,48.3
2.568,48.4
2.592,48.2
2.592,48.1
2.592,48
2.592,47.9
2.592,47.9
2.592,47.8
2.592,47.6
2.592,47.7
2.592,47.6
2.616,47.4
2.616,47.3
2.616,47.2
2.616,47
2.616,47.1
2.616,47.1
2.616,46.8
2.616,46.8
2.616,46.7
2.64,46.6
2.64,46.5
2.64,46.5
2.64,46.4
2.64,46.2
2.64,46.2
2.64,46.1
2.64,46
2.664,45.9
2.664,45.9
2.664,45.8
2.664,45.8
2.664,45.6
2.664,45.6
2.664,45.5
2.664,45.4
2.664,45.2
2.688,45.2
2.688,45
2.688,45
2.688,45
2.688,44.8
2.688,44.8
2.688,44.7
2.688,44.5
2.712,44.5
2.712,44.5
2.712,44.3
2.712,44.2
2.712,44.1
2.712,44.1
2.712,43.9
2.712,43.9
2.712,43.8
2.736,43.8
2.736,43.6
2.736,43.6
2.736,43.5
2.736,43.5
2.736,43.3
2.736,43.2
2.736,43.2
2.736,43.2
2.76,43
2.76,43
2.76,42.8
2.76,42.8
2.76,42.7
2.76,42.6
2.76,42.6
2.76,42.4
2.784,42.3
2.784,42.3
2.784,42.1
2.784,42.1
2.784,42
2.784,41.9
2.784,41.8
2.784,41.7
2.784,41.6
2.808,41.6
2.808,41.5
2.808,41.3
2.808,41.2
2.808,41.2
2.808,41.2
2.808,41
2.808,40.8
2.808,40.7
2.832,40.7
2.832,40.6
2.832,40.5
2.832,40.3
2.832,40.3
2.832,40.2
2.832,40.1
2.832,40
2.856,39.8
2.856,39.7
2.856,39.6
2.856,39.5
2.856,39.4
2.856,39.3
2.856,39.2
2.856,39.1
2.856,39
2.88,38.9
2.88,38.8
2.88,38.5
2.88,38.5
2.88,38.4
2.88,38.2
2.88,38
2.88,37.9
2.88,37.8
2.904,37.6
2.904,37.5
2.904,37.3
2.904,37.2
2.904,37
2.904,36.9
2.904,36.8
2.904,36.6
2.928,36.6
2.928,36.5
2.928,36.3
2.928,36.1
2.928,36
2.928,35.8
2.928,35.7
2.928,35.7
2.928,35.6
2.952,35.4
2.952,35.2
2.952,35.1
2.952,35.1
2.952,35
2.952,34.9
2.952,34.7
2.952,34.6
2.952,34.4
2.976,34.3
2.976,34.2
2.976,34.1
2.976,34
2.976,33.8
2.976,33.8
2.976,33.6
2.976,33.4
3,33.2
3,33.1
3,32.9
3,32.9
3,32.8
3,32.6
3,32.5
3,32.3
3,32.2
3.024,32.1
3.024,32
3.024,31.9
3.024,31.7
3.024,31.6
3.024,31.5
3.024,31.4
3.024,31.2
3.024,31.2
3.048,31
3.048,30.9
3.048,30.8
3.048,30.7
3.048,30.6
3.048,30.5
3.048,30.3
3.048,30.1
3.072,29.9
3.072,29.8
3.072,29.7
3.072,29.6
3.072,29.5
3.072,29.3
3.072,29.2
3.072,29.1
3.072,29
3.096,28.8
3.096,28.7
3.096,28.5
3.096,28.4
3.096,28.2
3.096,28.1
3.096,27.9
3.096,27.7
3.12,27.6
3.12,27.4
3.12,27.2
3.12,27.1
3.12,27
3.12,26.7
3.12,26.5
3.12,26.3
3.12,26.1
3.144,26
3.144,25.8
3.144,25.6
3.144,25.4
3.144,25.2
3.144,25
3.144,24.9
3.144,24.7
3.144,24.5
3.168,24.3
3.168,24.1
3.168,23.9
3.168,23.6
3.168,23.3
3.168,23.1
3.168,22.9
3.168,22.7
3.192,22.5
3.192,22.3
3.192,22.1
3.192,21.9
3.192,21.7
3.192,21.6
3.192,21.5
3.192,21.4
3.192,21.2
3.216,21.1
3.216,21
3.216,20.8
3.216,20.6
3.216,20.5
3.216,20.4
3.216,20.3
3.216,20.2
3.216,20.1
3.24,20
3.24,19.9
3.24,19.7
3.24,19.6
3.24,19.4
3.24,19.3
3.24,19.3
3.24,19.1
3.264,19
3.264,18.9
3.264,18.6
3.264,18.5
3.264,18.4
3.264,18.2
3.264,18
3.264,18
3.264,17.9
3.288,17.7
3.288,17.5
3.288,17.4
3.288,17.2
3.288,17.1
3.288,17
3.288,16.9
3.288,16.6
3.312,16.6
3.312,16.4
3.312,16.3
3.312,16.2
3.312,16.1
3.312,15.9
3.312,15.6
3.312,15.4
3.312,15.3
3.336,15.2
3.336,15.1
3.336,14.9
3.336,14.9
3.336,14.7
3.336,14.6
3.336,14.5
3.336,14.4
3.336,14.3
3.36,14.2
3.36,14.1
3.36,14
3.36,13.9
3.36,13.8
3.36,13.7
3.36,13.5
3.36,13.4
3.36,13.3
3.384,13.2
3.384,13.2
3.384,13.1
3.384,13
3.384,12.9
3.384,12.8
3.384,12.7
3.384,12.6
3.408,12.5
3.408,12.4
3.408,12.3
3.408,12.3
3.408,12.2
3.408,12.1
3.408,12
3.408,11.9
3.408,11.7
3.432,11.6
3.432,11.5
3.432,11.3
3.432,11.2
3.432,11.2
3.432,11
3.432,10.9
3.432,10.8
3.456,10.8
3.456,10.7
3.456,10.5
3.456,10.6
3.456,10.5
3.456,10.4
3.456,10.4
3.456,10.3
3.456,10.2
3.48,10.1
3.48,9.93
3.48,9.83
3.48,9.87
3.48,9.73
3.48,9.73
3.48,9.59
3.48,9.45
3.48,9.4
3.504,9.32
3.504,9.24
3.504,9.17
3.504,9.02
3.504,8.83
3.504,8.67
3.504,8.6
3.504,8.47
3.528,8.37
3.528,8.28
3.528,8.19
3.528,8.09
3.528,7.94
3.528,7.82
3.528,7.72
3.528,7.61
3.528,7.51
3.552,7.43
3.552,7.31
3.552,7.29
3.552,7.19
3.552,7.11
3.552,7
3.552,6.92
3.552,6.81
3.552,6.72
3.576,6.67
3.576,6.54
3.576,6.44
3.576,6.42
3.576,6.31
3.576,6.24
3.576,6.15
3.576,6.13
3.6,6.07
3.6,5.95
3.6,5.9
3.6,5.81
3.6,5.68
3.6,5.65
3.6,5.46
3.6,5.33
3.6,5.23
3.624,5.19
3.624,5.08
3.624,5.03
3.624,4.88
3.624,4.73
3.624,4.68
3.624,4.66
3.624,4.59
3.648,4.49
3.648,4.44
3.648,4.37
3.648,4.37
3.648,4.23
3.648,4.17
3.648,4.07
3.648,4.09
3.648,4
3.672,3.96
3.672,3.9
3.672,3.87
3.672,3.78
3.672,3.75
3.672,3.66
3.672,3.69
3.672,3.65
3.672,3.61
3.696,3.57
3.696,3.55
3.696,3.57
3.696,3.49
3.696,3.47
3.696,3.47
3.696,3.45
3.696,3.38
3.72,3.36
3.72,3.33
3.72,3.32
3.72,3.28
3.72,3.31
3.72,3.24
3.72,3.25
3.72,3.26
3.72,3.18
3.744,3.24
3.744,3.2
3.744,3.22
3.744,3.16
3.744,3.17
3.744,3.16
3.744,3.11
3.744,3.13
3.744,3.15
3.768,3.08
3.768,3.12
3.768,3.11
3.768,3.13
3.768,3.08
3.768,3.08
3.768,3.03
3.768,3.08
3.792,3.08
3.792,3.03
3.792,3.07
3.792,3.08
3.792,3.07
3.792,2.96
3.792,3.01
3.792,3.01
3.792,2.99
3.816,2.98
3.816,2.94
3.816,2.92
3.816,2.93
3.816,2.91
3.816,2.92
3.816,2.87
3.816,2.86
3.816,2.83
3.84,2.82
3.84,2.78
3.84,2.77
3.84,2.77
3.84,2.75
3.84,2.76
3.84,2.74
3.84,2.69
3.864,2.68
3.864,2.65
3.864,2.68
3.864,2.63
3.864,2.61
3.864,2.61
3.864,2.63
3.864,2.57
3.864,2.57
3.888,2.54
3.888,2.54
3.888,2.51
3.888,2.55
3.888,2.46
3.888,2.46
3.888,2.45
3.888,2.43
3.888,2.44
3.912,2.38
3.912,2.37
3.912,2.38
3.912,2.4
3.912,2.36
3.912,2.35
3.912,2.38
3.912,2.34
3.936,2.3
3.936,2.28
3.936,2.28
3.936,2.31
3.936,2.29
3.936,2.29
3.936,2.29
3.936,2.2
3.936,2.29
3.96,2.23
3.96,2.19
3.96,2.16
3.96,2.2
3.96,2.14
3.96,2.14
3.96,2.14
3.96,2.14
3.96,2.11
3.984,2.12
3.984,2.07
3.984,2.07
3.984,2.09
3.984,2.05
3.984,2.05
3.984,2.01
3.984,2.03
4.008,1.98
4.008,1.9
4.008,1.92
4.008,1.95
4.008,1.88
4.008,1.87
4.008,1.89
4.008,1.9
4.008,1.85
4.032,1.85
4.032,1.8
4.032,1.78
4.032,1.78
4.032,1.74
4.032,1.77
4.032,1.73
4.032,1.73
4.056,1.64
4.056,1.7
4.056,1.69
4.056,1.65
4.056,1.59
4.056,1.63
4.056,1.58
4.056,1.61
4.056,1.58
4.08,1.53
4.08,1.55
4.08,1.54
4.08,1.48
4.08,1.53
4.08,1.4
4.08,1.43
4.08,1.4
4.08,1.39
4.104,1.35
4.104,1.35
4.104,1.3
4.104,1.3
4.104,1.28
4.104,1.27
4.104,1.23
4.104,1.21
4.128,1.2
4.128,1.19
4.128,1.22
4.128,1.17
4.128,1.17
4.128,1.17
4.128,1.11
4.128,1.15
4.128,1.07
4.152,1.17
4.152,1.09
4.152,1.1
4.152,1.09
4.152,1.09
4.152,1.07
4.152,1.07
4.152,1.05
4.152,0.988
4.176,1.02
4.176,1.05
4.176,1.05
4.176,1.03
4.176,0.972
4.176,0.979
4.176,1.01
4.176,0.991
4.2,0.954
4.2,0.945
4.2,0.918
4.2,0.938
4.2,0.9
4.2,0.881
4.2,0.893
4.2,0.856
4.2,0.872
4.224,0.852
4.224,0.863
4.224,0.856
4.224,0.772
4.224,0.711
4.224,0.734
4.224,0.677
4.224,0.697
4.248,0.652
4.248,0.672
4.248,0.641
4.248,0.629
4.248,0.586
4.248,0.577
4.248,0.632
4.248,0.564
4.248,0.605
4.272,0.53
4.272,0.58
4.272,0.575
4.272,0.546
4.272,0.55
4.272,0.528
4.272,0.496
4.272,0.532
4.272,0.512
4.296,0.512
4.296,0.58
4.296,0.507
4.296,0.467
4.296,0.521
4.296,0.543
4.296,0.449
4.296,0.467
4.32,0.399
4.32,0.46
4.32,0.442
4.32,0.401
4.32,0.39
4.32,0.394
4.32,0.43
4.32,0.406
4.32,0.379
4.344,0.372
4.344,0.361
4.344,0.361
4.344,0.372
4.344,0.374
4.344,0.376
4.344,0.327
4.344,0.34
4.344,0.313
4.368,0.363
4.368,0.325
4.368,0.334
4.368,0.334
4.368,0.311
4.368,0.306
4.368,0.286
4.368,0.297
4.392,0.277
4.392,0.284
4.392,0.228
4.392,0.219
4.392,0.23
4.392,0.21
4.392,0.198
4.392,0.176
4.392,0.158
4.416,0.133
4.416,0.115
4.416,0.106
4.416,0.0659
4.416,0.0929
4.416,0.104
4.416,0.0525
4.416,0.102
4.416,0.0547
4.44,0.0615
4.44,0.0458
4.44,0.0435
4.44,0.0502
4.44,0.039
4.44,0.0637
4.44,0.0435
4.44,0.0166
4.464,0.00764
4.464,0.0188
4.464,-0.017
4.464,-0.0215
4.464,0.00316
4.464,0.000915
4.464,0.0256
4.464,-0.0439
4.464,-0.0573
4.488,-0.00805
4.488,-0.0528
4.488,-0.0305
4.488,-0.0394
4.488,-0.0685
4.488,-0.0305
4.488,-0.0237
4.488,-0.0484
4.488,-0.0148
4.512,-0.0685
4.512,-0.0976
4.512,-0.0708
4.512,-0.0417
4.512,-0.107
4.512,-0.0551
4.512,-0.0663
4.512,-0.0976
4.536,-0.122
4.536,-0.12
4.536,-0.122
4.536,-0.118
4.536,-0.133
4.536,-0.16
4.536,-0.154
4.536,-0.145
4.536,-0.176
4.56,-0.194
4.56,-0.169
4.56,-0.151
4.56,-0.169
4.56,-0.183
4.56,-0.205
4.56,-0.165
4.56,-0.214
4.584,-0.189
4.584,-0.198
4.584,-0.232
4.584,-0.25
4.584,-0.25
4.584,-0.227
4.584,-0.207
4.584,-0.236
4.584,-0.25
4.608,-0.207
4.608,-0.245
4.608,-0.288
4.608,-0.247
4.608,-0.29
4.608,-0.25
4.608,-0.243
4.608,-0.29
4.608,-0.27
4.632,-0.283
4.632,-0.305
4.632,-0.296
4.632,-0.328
4.632,-0.345
4.632,-0.321
4.632,-0.325
4.632,-0.357
4.656,-0.325
4.656,-0.35
4.656,-0.368
4.656,-0.363
4.656,-0.357
4.656,-0.361
4.656,-0.43
4.656,-0.441
4.656,-0.386
4.68,-0.437
4.68,-0.403
4.68,-0.41
4.68,-0.403
4.68,-0.441
4.68,-0.443
4.68,-0.41
4.68,-0.43
4.68,-0.459
4.704,-0.461
4.704,-0.437
4.704,-0.508
4.704,-0.501
4.704,-0.49
4.704,-0.51
4.704,-0.488
4.704,-0.517
4.728,-0.515
4.728,-0.497
4.728,-0.517
4.728,-0.539
4.728,-0.548
4.728,-0.532
4.728,-0.546
4.728,-0.586
4.728,-0.577
4.752,-0.559
4.752,-0.614
4.752,-0.588
4.752,-0.581
4.752,-0.599
4.752,-0.612
4.752,-0.597
4.752,-0.663
4.752,-0.654
4.776,-0.619
4.776,-0.668
4.776,-0.674
4.776,-0.652
4.776,-0.679
4.776,-0.652
4.776,-0.648
4.776,-0.672
4.8,-0.728
4.8,-0.73
4.8,-0.703
4.8,-0.71
4.8,-0.747
4.8,-0.71
4.8,-0.752
4.8,-0.778
4.8,-0.787
4.824,-0.725
4.824,-0.778
4.824,-0.765
4.824,-0.763
4.824,-0.728
4.824,-0.785
4.824,-0.801
4.824,-0.781
4.824,-0.774
4.848,-0.759
4.848,-0.747
4.848,-0.787
4.848,-0.736
4.848,-0.759
4.848,-0.82
4.848,-0.816
4.848,-0.776
4.872,-0.763
4.872,-0.765
4.872,-0.801
4.872,-0.776
4.872,-0.783
4.872,-0.823
4.872,-0.798
4.872,-0.818
4.872,-0.814
4.896,-0.763
4.896,-0.783
4.896,-0.759
4.896,-0.796
4.896,-0.814
4.896,-0.794
4.896,-0.803
4.896,-0.814
4.92,-0.814
4.92,-0.801
4.92,-0.823
4.92,-0.814
4.92,-0.783
4.92,-0.805
4.92,-0.809
4.92,-0.785
4.92,-0.803
4.944,-0.798
4.944,-0.807
4.944,-0.805
4.944,-0.812
4.944,-0.812
4.944,-0.836
4.944,-0.787
4.944,-0.827
4.944,-0.805
4.968,-0.823
4.968,-0.834
4.968,-0.809
4.968,-0.838
4.968,-0.838
4.968,-0.829
4.968,-0.854
4.968,-0.891
4.992,-0.882
4.992,-0.909
4.992,-0.845
4.992,-0.876
4.992,-0.896
4.992,-0.885
4.992,-0.944
4.992,-0.898
4.992,-0.935
5.016,-0.938
5.016,-0.907
5.016,-0.915
5.016,-0.957
5.016,-0.933
5.016,-0.887
5.016,-0.953
5.016,-1.01
5.016,-0.942
5.04,-0.96
5.04,-0.975
5.04,-0.962
5.04,-0.944
5.04,-0.975
5.04,-0.957
5.04,-0.973
5.04,-0.929
5.064,-0.973
5.064,-0.94
5.064,-0.988
5.064,-0.951
5.064,-0.99
5.064,-1.01
5.064,-1.01
5.064,-1
5.064,-0.973
5.088,-1.04
5.088,-1.02
5.088,-1.04
5.088,-1.04
5.088,-0.993
